# 错误日志 - 2026-05-19 21:15:03
# 格式: 时间,股票代码,错误信息

2026-05-19 21:50:30,未知,获取数据失败 sz.002574: 网络接收错误。
2026-05-19 21:50:30,未知,获取数据失败 sz.300731: 网络接收错误。
2026-05-19 21:50:31,未知,获取数据失败 sh.603348: 网络接收错误。
2026-05-19 21:50:33,未知,获取数据失败 sh.600895: 网络接收错误。
2026-05-19 21:50:35,未知,获取数据失败 sz.000153: 网络接收错误。
2026-05-19 21:50:38,未知,获取数据失败 sz.300200: 网络接收错误。
2026-05-19 21:50:44,未知,获取数据失败 sz.399393: 网络接收错误。
2026-05-19 21:50:47,未知,获取数据失败 sz.002575: 网络接收错误。
2026-05-19 21:50:48,未知,获取数据失败 sz.300732: 网络接收错误。
2026-05-19 21:50:50,未知,获取数据失败 sh.600897: 网络接收错误。
2026-05-19 21:50:50,未知,获取数据失败 sh.603350: 网络接收错误。
2026-05-19 21:50:50,未知,获取数据失败 sz.300201: 网络接收错误。
2026-05-19 21:50:51,未知,获取数据失败 sz.000155: 网络接收错误。
2026-05-19 21:50:59,未知,获取数据失败 sz.399394: 网络接收错误。
2026-05-19 21:51:02,未知,获取数据失败 sh.603351: 网络接收错误。
2026-05-19 21:51:05,未知,获取数据失败 sh.600900: 网络接收错误。
2026-05-19 21:51:06,未知,获取数据失败 sz.300733: 网络接收错误。
2026-05-19 21:51:07,未知,获取数据失败 sz.002576: 网络接收错误。
2026-05-19 21:51:08,未知,获取数据失败 sz.300203: 网络接收错误。
2026-05-19 21:51:09,未知,获取数据失败 sz.000156: 网络接收错误。
2026-05-19 21:51:17,未知,获取数据失败 sh.600901: 网络接收错误。
2026-05-19 21:51:17,未知,获取数据失败 sh.603352: 网络接收错误。
2026-05-19 21:51:18,未知,获取数据失败 sz.000157: 网络接收错误。
2026-05-19 21:51:18,未知,获取数据失败 sz.300735: 网络接收错误。
2026-05-19 21:51:18,未知,获取数据失败 sz.399395: 网络接收错误。
2026-05-19 21:51:25,未知,获取数据失败 sz.300204: 网络接收错误。
2026-05-19 21:51:26,未知,获取数据失败 sz.002577: 网络接收错误。
2026-05-19 21:51:30,未知,获取数据失败 sz.000158: 网络接收错误。
2026-05-19 21:51:30,未知,获取数据失败 sh.600903: 网络接收错误。
2026-05-19 21:51:34,未知,获取数据失败 sz.300736: 网络接收错误。
2026-05-19 21:51:35,未知,获取数据失败 sh.603353: 网络接收错误。
2026-05-19 21:51:39,未知,获取数据失败 sz.399396: 网络接收错误。
2026-05-19 21:51:40,未知,获取数据失败 sz.002578: 网络接收错误。
2026-05-19 21:51:42,未知,获取数据失败 sz.300205: 网络接收错误。
2026-05-19 21:51:42,未知,获取数据失败 sz.000159: 网络接收错误。
2026-05-19 21:51:48,未知,获取数据失败 sh.600905: 网络接收错误。
2026-05-19 21:51:48,未知,获取数据失败 sz.300737: 网络接收错误。
2026-05-19 21:51:49,未知,获取数据失败 sh.603355: 网络接收错误。
2026-05-19 21:51:52,未知,获取数据失败 sz.002579: 网络接收错误。
2026-05-19 21:51:54,未知,获取数据失败 sz.000166: 网络接收错误。
2026-05-19 21:51:54,未知,获取数据失败 sz.399397: 网络接收错误。
2026-05-19 21:52:02,未知,获取数据失败 sh.600906: 网络接收错误。
2026-05-19 21:52:02,未知,获取数据失败 sz.300206: 网络接收错误。
2026-05-19 21:52:04,未知,获取数据失败 sh.603356: 网络接收错误。
2026-05-19 21:52:04,未知,获取数据失败 sz.300738: 网络接收错误。
2026-05-19 21:52:07,未知,获取数据失败 sz.399398: 网络接收错误。
2026-05-19 21:52:08,未知,获取数据失败 sz.002580: 网络接收错误。
2026-05-19 21:52:09,未知,获取数据失败 sz.000301: 网络接收错误。
2026-05-19 21:52:17,未知,获取数据失败 sz.399399: 网络接收错误。
2026-05-19 21:52:17,未知,获取数据失败 sh.603357: 网络接收错误。
2026-05-19 21:52:19,未知,获取数据失败 sh.600908: 网络接收错误。
2026-05-19 21:52:21,未知,获取数据失败 sz.300739: 网络接收错误。
2026-05-19 21:52:22,未知,获取数据失败 sz.300207: 网络接收错误。
2026-05-19 21:52:22,未知,获取数据失败 sz.000333: 网络接收错误。
2026-05-19 21:52:26,未知,获取数据失败 sz.002581: 网络接收错误。
2026-05-19 21:52:29,未知,获取数据失败 sh.600909: 网络接收错误。
2026-05-19 21:52:31,未知,获取数据失败 sh.603358: 网络接收错误。
2026-05-19 21:52:33,未知,获取数据失败 sz.399400: 网络接收错误。
2026-05-19 21:52:34,未知,获取数据失败 sz.300209: 网络接收错误。
2026-05-19 21:52:36,未知,获取数据失败 sz.300740: 网络接收错误。
2026-05-19 21:52:40,未知,获取数据失败 sz.000338: 网络接收错误。
2026-05-19 21:52:44,未知,获取数据失败 sz.002582: 网络接收错误。
2026-05-19 21:52:45,未知,获取数据失败 sh.603359: 网络接收错误。
2026-05-19 21:52:46,未知,获取数据失败 sh.600916: 网络接收错误。
2026-05-19 21:52:48,未知,获取数据失败 sz.399401: 网络接收错误。
2026-05-19 21:52:49,未知,获取数据失败 sz.300210: 网络接收错误。
2026-05-19 21:52:51,未知,获取数据失败 sz.300741: 网络接收错误。
2026-05-19 21:52:57,未知,获取数据失败 sz.002583: 网络接收错误。
2026-05-19 21:52:57,未知,获取数据失败 sh.600917: 网络接收错误。
2026-05-19 21:52:57,未知,获取数据失败 sz.000400: 网络接收错误。
2026-05-19 21:53:01,未知,获取数据失败 sh.603360: 网络接收错误。
2026-05-19 21:53:02,未知,获取数据失败 sz.399402: 网络接收错误。
2026-05-19 21:53:02,未知,获取数据失败 sz.300743: 网络接收错误。
2026-05-19 21:53:04,未知,获取数据失败 sz.300211: 网络接收错误。
2026-05-19 21:53:09,未知,获取数据失败 sz.002584: 网络接收错误。
2026-05-19 21:53:10,未知,获取数据失败 sh.600918: 网络接收错误。
2026-05-19 21:53:11,未知,获取数据失败 sz.000401: 网络接收错误。
2026-05-19 21:53:12,未知,获取数据失败 sh.603363: 网络接收错误。
2026-05-19 21:53:15,未知,获取数据失败 sz.300212: 网络接收错误。
2026-05-19 21:53:16,未知,获取数据失败 sz.399403: 网络接收错误。
2026-05-19 21:53:17,未知,获取数据失败 sz.300745: 网络接收错误。
2026-05-19 21:53:21,未知,获取数据失败 sh.600919: 网络接收错误。
2026-05-19 21:53:25,未知,获取数据失败 sh.603365: 网络接收错误。
2026-05-19 21:53:27,未知,获取数据失败 sz.002585: 网络接收错误。
2026-05-19 21:53:29,未知,获取数据失败 sz.000402: 网络接收错误。
2026-05-19 21:53:30,未知,获取数据失败 sz.399405: 网络接收错误。
2026-05-19 21:53:32,未知,获取数据失败 sh.600925: 网络接收错误。
2026-05-19 21:53:34,未知,获取数据失败 sz.300746: 网络接收错误。
2026-05-19 21:53:35,未知,获取数据失败 sz.300213: 网络接收错误。
2026-05-19 21:53:38,未知,获取数据失败 sh.603366: 网络接收错误。
2026-05-19 21:53:41,未知,获取数据失败 sz.399406: 网络接收错误。
2026-05-19 21:53:42,未知,获取数据失败 sz.002586: 网络接收错误。
2026-05-19 21:53:44,未知,获取数据失败 sh.600926: 网络接收错误。
2026-05-19 21:53:49,未知,获取数据失败 sz.000403: 网络接收错误。
2026-05-19 21:53:52,未知,获取数据失败 sz.300214: 网络接收错误。
2026-05-19 21:53:53,未知,获取数据失败 sz.300747: 网络接收错误。
2026-05-19 21:53:55,未知,获取数据失败 sz.399407: 网络接收错误。
2026-05-19 21:53:56,未知,获取数据失败 sz.002587: 网络接收错误。
2026-05-19 21:53:57,未知,获取数据失败 sh.603367: 网络接收错误。
2026-05-19 21:54:02,未知,获取数据失败 sh.600927: 网络接收错误。
2026-05-19 21:54:04,未知,获取数据失败 sz.000404: 网络接收错误。
2026-05-19 21:54:06,未知,获取数据失败 sz.300215: 网络接收错误。
2026-05-19 21:54:08,未知,获取数据失败 sz.300748: 网络接收错误。
2026-05-19 21:54:11,未知,获取数据失败 sz.399408: 网络接收错误。
2026-05-19 21:54:15,未知,获取数据失败 sz.002588: 网络接收错误。
2026-05-19 21:54:16,未知,获取数据失败 sh.603368: 网络接收错误。
2026-05-19 21:54:19,未知,获取数据失败 sh.600928: 网络接收错误。
2026-05-19 21:54:22,未知,获取数据失败 sz.300217: 网络接收错误。
2026-05-19 21:54:22,未知,获取数据失败 sz.000407: 网络接收错误。
2026-05-19 21:54:27,未知,获取数据失败 sz.300749: 网络接收错误。
2026-05-19 21:54:28,未知,获取数据失败 sz.399409: 网络接收错误。
2026-05-19 21:54:29,未知,获取数据失败 sh.603369: 网络接收错误。
2026-05-19 21:54:30,未知,获取数据失败 sz.002589: 网络接收错误。
2026-05-19 21:54:31,未知,获取数据失败 sh.600929: 网络接收错误。
2026-05-19 21:54:35,未知,获取数据失败 sz.300218: 网络接收错误。
2026-05-19 21:54:39,未知,获取数据失败 sz.000408: 网络接收错误。
2026-05-19 21:54:42,未知,获取数据失败 sz.002590: 网络接收错误。
2026-05-19 21:54:43,未知,获取数据失败 sz.399410: 网络接收错误。
2026-05-19 21:54:44,未知,获取数据失败 sh.600930: 网络接收错误。
2026-05-19 21:54:45,未知,获取数据失败 sh.603370: 网络接收错误。
2026-05-19 21:54:46,未知,获取数据失败 sz.300750: 网络接收错误。
2026-05-19 21:54:52,未知,获取数据失败 sz.300219: 网络接收错误。
2026-05-19 21:54:57,未知,获取数据失败 sz.002591: 网络接收错误。
2026-05-19 21:54:57,未知,获取数据失败 sz.399411: 网络接收错误。
2026-05-19 21:54:58,未知,获取数据失败 sh.603373: 网络接收错误。
2026-05-19 21:54:59,未知,获取数据失败 sz.000409: 网络接收错误。
2026-05-19 21:55:00,未知,获取数据失败 sh.600933: 网络接收错误。
2026-05-19 21:55:00,未知,获取数据失败 sz.300751: 网络接收错误。
2026-05-19 21:55:09,未知,获取数据失败 sh.603375: 网络接收错误。
2026-05-19 21:55:09,未知,获取数据失败 sz.300220: 网络接收错误。
2026-05-19 21:55:10,未知,获取数据失败 sz.399412: 网络接收错误。
2026-05-19 21:55:12,未知,获取数据失败 sz.000410: 网络接收错误。
2026-05-19 21:55:12,未知,获取数据失败 sz.002592: 网络接收错误。
2026-05-19 21:55:13,未知,获取数据失败 sh.600935: 网络接收错误。
2026-05-19 21:55:16,未知,获取数据失败 sz.300752: 网络接收错误。
2026-05-19 21:55:21,未知,获取数据失败 sh.603376: 网络接收错误。
2026-05-19 21:55:23,未知,获取数据失败 sz.300221: 网络接收错误。
2026-05-19 21:55:24,未知,获取数据失败 sz.002593: 网络接收错误。
2026-05-19 21:55:25,未知,获取数据失败 sz.399413: 网络接收错误。
2026-05-19 21:55:28,未知,获取数据失败 sz.000411: 网络接收错误。
2026-05-19 21:55:29,未知,获取数据失败 sh.600936: 网络接收错误。
2026-05-19 21:55:31,未知,获取数据失败 sh.603377: 网络接收错误。
2026-05-19 21:55:32,未知,获取数据失败 sz.300753: 网络接收错误。
2026-05-19 21:55:36,未知,获取数据失败 sz.300222: 网络接收错误。
2026-05-19 21:55:38,未知,获取数据失败 sz.000415: 网络接收错误。
2026-05-19 21:55:39,未知,获取数据失败 sz.399415: 网络接收错误。
2026-05-19 21:55:42,未知,获取数据失败 sh.600938: 网络接收错误。
2026-05-19 21:55:43,未知,获取数据失败 sz.002594: 网络接收错误。
2026-05-19 21:55:46,未知,获取数据失败 sh.603378: 网络接收错误。
2026-05-19 21:55:46,未知,获取数据失败 sz.300755: 网络接收错误。
2026-05-19 21:55:48,未知,获取数据失败 sz.300223: 网络接收错误。
2026-05-19 21:55:56,未知,获取数据失败 sz.399416: 网络接收错误。
2026-05-19 21:55:57,未知,获取数据失败 sz.000417: 网络接收错误。
2026-05-19 21:56:00,未知,获取数据失败 sz.300756: 网络接收错误。
2026-05-19 21:56:01,未知,获取数据失败 sh.600939: 网络接收错误。
2026-05-19 21:56:02,未知,获取数据失败 sz.002595: 网络接收错误。
2026-05-19 21:56:03,未知,获取数据失败 sz.300224: 网络接收错误。
2026-05-19 21:56:05,未知,获取数据失败 sh.603379: 网络接收错误。
2026-05-19 21:56:08,未知,获取数据失败 sz.399417: 网络接收错误。
2026-05-19 21:56:14,未知,获取数据失败 sh.600941: 网络接收错误。
2026-05-19 21:56:14,未知,获取数据失败 sz.300757: 网络接收错误。
2026-05-19 21:56:15,未知,获取数据失败 sz.000419: 网络接收错误。
2026-05-19 21:56:16,未知,获取数据失败 sz.300225: 网络接收错误。
2026-05-19 21:56:17,未知,获取数据失败 sh.603380: 网络接收错误。
2026-05-19 21:56:20,未知,获取数据失败 sz.002596: 网络接收错误。
2026-05-19 21:56:24,未知,获取数据失败 sh.600955: 网络接收错误。
2026-05-19 21:56:25,未知,获取数据失败 sz.399418: 网络接收错误。
2026-05-19 21:56:26,未知,获取数据失败 sz.300226: 网络接收错误。
2026-05-19 21:56:30,未知,获取数据失败 sz.300758: 网络接收错误。
2026-05-19 21:56:31,未知,获取数据失败 sz.000420: 网络接收错误。
2026-05-19 21:56:37,未知,获取数据失败 sz.399419: 网络接收错误。
2026-05-19 21:56:38,未知,获取数据失败 sz.002597: 网络接收错误。
2026-05-19 21:56:38,未知,获取数据失败 sh.603381: 网络接收错误。
2026-05-19 21:56:39,未知,获取数据失败 sh.600956: 网络接收错误。
2026-05-19 21:56:41,未知,获取数据失败 sz.300227: 网络接收错误。
2026-05-19 21:56:44,未知,获取数据失败 sz.000421: 网络接收错误。
2026-05-19 21:56:45,未知,获取数据失败 sz.300759: 网络接收错误。
2026-05-19 21:56:49,未知,获取数据失败 sh.603382: 网络接收错误。
2026-05-19 21:56:50,未知,获取数据失败 sz.002598: 网络接收错误。
2026-05-19 21:56:56,未知,获取数据失败 sz.300760: 网络接收错误。
2026-05-19 21:56:58,未知,获取数据失败 sz.399420: 网络接收错误。
2026-05-19 21:56:59,未知,获取数据失败 sz.000422: 网络接收错误。
2026-05-19 21:57:00,未知,获取数据失败 sh.600958: 网络接收错误。
2026-05-19 21:57:00,未知,获取数据失败 sz.300228: 网络接收错误。
2026-05-19 21:57:06,未知,获取数据失败 sz.002599: 网络接收错误。
2026-05-19 21:57:06,未知,获取数据失败 sh.603383: 网络接收错误。
2026-05-19 21:57:09,未知,获取数据失败 sh.600959: 网络接收错误。
2026-05-19 21:57:10,未知,获取数据失败 sz.300761: 网络接收错误。
2026-05-19 21:57:11,未知,获取数据失败 sz.399423: 网络接收错误。
2026-05-19 21:57:12,未知,获取数据失败 sz.000423: 网络接收错误。
2026-05-19 21:57:15,未知,获取数据失败 sz.300229: 网络接收错误。
2026-05-19 21:57:21,未知,获取数据失败 sz.300762: 网络接收错误。
2026-05-19 21:57:22,未知,获取数据失败 sz.002600: 网络接收错误。
2026-05-19 21:57:24,未知,获取数据失败 sh.600960: 网络接收错误。
2026-05-19 21:57:27,未知,获取数据失败 sz.399428: 网络接收错误。
2026-05-19 21:57:27,未知,获取数据失败 sz.300230: 网络接收错误。
2026-05-19 21:57:27,未知,获取数据失败 sh.603385: 网络接收错误。
2026-05-19 21:57:31,未知,获取数据失败 sz.000425: 网络接收错误。
2026-05-19 21:57:35,未知,获取数据失败 sz.300763: 网络接收错误。
2026-05-19 21:57:38,未知,获取数据失败 sh.600961: 网络接收错误。
2026-05-19 21:57:38,未知,获取数据失败 sz.300231: 网络接收错误。
2026-05-19 21:57:40,未知,获取数据失败 sz.002601: 网络接收错误。
2026-05-19 21:57:41,未知,获取数据失败 sh.603386: 网络接收错误。
2026-05-19 21:57:44,未知,获取数据失败 sz.399429: 网络接收错误。
2026-05-19 21:57:48,未知,获取数据失败 sz.000426: 网络接收错误。
2026-05-19 21:57:50,未知,获取数据失败 sh.600962: 网络接收错误。
2026-05-19 21:57:53,未知,获取数据失败 sz.300765: 网络接收错误。
2026-05-19 21:57:53,未知,获取数据失败 sz.300232: 网络接收错误。
2026-05-19 21:57:55,未知,获取数据失败 sz.399431: 网络接收错误。
2026-05-19 21:57:58,未知,获取数据失败 sz.002602: 网络接收错误。
2026-05-19 21:58:01,未知,获取数据失败 sh.603387: 网络接收错误。
2026-05-19 21:58:03,未知,获取数据失败 sz.000428: 网络接收错误。
2026-05-19 21:58:07,未知,获取数据失败 sh.600963: 网络接收错误。
2026-05-19 21:58:10,未知,获取数据失败 sz.399432: 网络接收错误。
2026-05-19 21:58:10,未知,获取数据失败 sz.300766: 网络接收错误。
2026-05-19 21:58:12,未知,获取数据失败 sh.603389: 网络接收错误。
2026-05-19 21:58:12,未知,获取数据失败 sz.300233: 网络接收错误。
2026-05-19 21:58:13,未知,获取数据失败 sz.000429: 网络接收错误。
2026-05-19 21:58:16,未知,获取数据失败 sz.002603: 网络接收错误。
2026-05-19 21:58:22,未知,获取数据失败 sh.600965: 网络接收错误。
2026-05-19 21:58:23,未知,获取数据失败 sz.300767: 网络接收错误。
2026-05-19 21:58:26,未知,获取数据失败 sz.000430: 网络接收错误。
2026-05-19 21:58:26,未知,获取数据失败 sh.603390: 网络接收错误。
2026-05-19 21:58:30,未知,获取数据失败 sz.300234: 网络接收错误。
2026-05-19 21:58:30,未知,获取数据失败 sz.399433: 网络接收错误。
2026-05-19 21:58:31,未知,获取数据失败 sz.002605: 网络接收错误。
2026-05-19 21:58:36,未知,获取数据失败 sh.600966: 网络接收错误。
2026-05-19 21:58:37,未知,获取数据失败 sz.300768: 网络接收错误。
2026-05-19 21:58:40,未知,获取数据失败 sz.000488: 网络接收错误。
2026-05-19 21:58:42,未知,获取数据失败 sh.603391: 网络接收错误。
2026-05-19 21:58:44,未知,获取数据失败 sz.002606: 网络接收错误。
2026-05-19 21:58:47,未知,获取数据失败 sh.600967: 网络接收错误。
2026-05-19 21:58:48,未知,获取数据失败 sz.399434: 网络接收错误。
2026-05-19 21:58:51,未知,获取数据失败 sz.300235: 网络接收错误。
2026-05-19 21:58:54,未知,获取数据失败 sz.300769: 网络接收错误。
2026-05-19 21:58:56,未知,获取数据失败 sz.002607: 网络接收错误。
2026-05-19 21:58:56,未知,获取数据失败 sh.603392: 网络接收错误。
2026-05-19 21:58:59,未知,获取数据失败 sz.000498: 网络接收错误。
2026-05-19 21:59:00,未知,获取数据失败 sh.600968: 网络接收错误。
2026-05-19 21:59:02,未知,获取数据失败 sz.399435: 网络接收错误。
2026-05-19 21:59:02,未知,获取数据失败 sz.300236: 网络接收错误。
2026-05-19 21:59:05,未知,获取数据失败 sz.300770: 网络接收错误。
2026-05-19 21:59:10,未知,获取数据失败 sz.002608: 网络接收错误。
2026-05-19 21:59:12,未知,获取数据失败 sh.603393: 网络接收错误。
2026-05-19 21:59:15,未知,获取数据失败 sh.600969: 网络接收错误。
2026-05-19 21:59:16,未知,获取数据失败 sz.300237: 网络接收错误。
2026-05-19 21:59:19,未知,获取数据失败 sz.300771: 网络接收错误。
2026-05-19 21:59:20,未知,获取数据失败 sz.000501: 网络接收错误。
2026-05-19 21:59:21,未知,获取数据失败 sz.399436: 网络接收错误。
2026-05-19 21:59:23,未知,获取数据失败 sz.002609: 网络接收错误。
2026-05-19 21:59:26,未知,获取数据失败 sh.603395: 网络接收错误。
2026-05-19 21:59:31,未知,获取数据失败 sh.600970: 网络接收错误。
2026-05-19 21:59:32,未知,获取数据失败 sz.000503: 网络接收错误。
2026-05-19 21:59:33,未知,获取数据失败 sz.399437: 网络接收错误。
2026-05-19 21:59:34,未知,获取数据失败 sz.300772: 网络接收错误。
2026-05-19 21:59:35,未知,获取数据失败 sz.300238: 网络接收错误。
2026-05-19 21:59:39,未知,获取数据失败 sz.002611: 网络接收错误。
2026-05-19 21:59:42,未知,获取数据失败 sh.603396: 网络接收错误。
2026-05-19 21:59:43,未知,获取数据失败 sz.300773: 网络接收错误。
2026-05-19 21:59:46,未知,获取数据失败 sz.000504: 网络接收错误。
2026-05-19 21:59:46,未知,获取数据失败 sz.300239: 网络接收错误。
2026-05-19 21:59:50,未知,获取数据失败 sz.399438: 网络接收错误。
2026-05-19 21:59:51,未知,获取数据失败 sh.600971: 网络接收错误。
2026-05-19 21:59:55,未知,获取数据失败 sz.002612: 网络接收错误。
2026-05-19 21:59:57,未知,获取数据失败 sh.603398: 网络接收错误。
2026-05-19 22:00:01,未知,获取数据失败 sz.300774: 网络接收错误。
2026-05-19 22:00:02,未知,获取数据失败 sz.300240: 网络接收错误。
2026-05-19 22:00:03,未知,获取数据失败 sz.399439: 网络接收错误。
2026-05-19 22:00:04,未知,获取数据失败 sz.000505: 网络接收错误。
2026-05-19 22:00:06,未知,获取数据失败 sh.600973: 网络接收错误。
2026-05-19 22:00:08,未知,获取数据失败 sz.002613: 网络接收错误。
2026-05-19 22:00:12,未知,获取数据失败 sh.603399: 网络接收错误。
2026-05-19 22:00:13,未知,获取数据失败 sz.300775: 网络接收错误。
2026-05-19 22:00:18,未知,获取数据失败 sz.000506: 网络接收错误。
2026-05-19 22:00:18,未知,获取数据失败 sz.399440: 网络接收错误。
2026-05-19 22:00:19,未知,获取数据失败 sh.600975: 网络接收错误。
2026-05-19 22:00:21,未知,获取数据失败 sz.300241: 网络接收错误。
2026-05-19 22:00:26,未知,获取数据失败 sh.603400: 网络接收错误。
2026-05-19 22:00:26,未知,获取数据失败 sz.002614: 网络接收错误。
2026-05-19 22:00:26,未知,获取数据失败 sz.300776: 网络接收错误。
2026-05-19 22:00:27,未知,获取数据失败 sz.399441: 网络接收错误。
2026-05-19 22:00:32,未知,获取数据失败 sz.000507: 网络接收错误。
2026-05-19 22:00:36,未知,获取数据失败 sz.300777: 网络接收错误。
2026-05-19 22:00:36,未知,获取数据失败 sh.600976: 网络接收错误。
2026-05-19 22:00:39,未知,获取数据失败 sz.300242: 网络接收错误。
2026-05-19 22:00:39,未知,获取数据失败 sz.399481: 网络接收错误。
2026-05-19 22:00:39,未知,获取数据失败 sz.002615: 网络接收错误。
2026-05-19 22:00:43,未知,获取数据失败 sh.603402: 网络接收错误。
2026-05-19 22:00:48,未知,获取数据失败 sz.000509: 网络接收错误。
2026-05-19 22:00:49,未知,获取数据失败 sz.300778: 网络接收错误。
2026-05-19 22:00:50,未知,获取数据失败 sz.002616: 网络接收错误。
2026-05-19 22:00:53,未知,获取数据失败 sh.600977: 网络接收错误。
2026-05-19 22:00:53,未知,获取数据失败 sz.399550: 网络接收错误。
2026-05-19 22:00:55,未知,获取数据失败 sz.300243: 网络接收错误。
2026-05-19 22:01:00,未知,获取数据失败 sh.603406: 网络接收错误。
2026-05-19 22:01:00,未知,获取数据失败 sz.300779: 网络接收错误。
2026-05-19 22:01:01,未知,获取数据失败 sz.002617: 网络接收错误。
2026-05-19 22:01:03,未知,获取数据失败 sz.000510: 网络接收错误。
2026-05-19 22:01:04,未知,获取数据失败 sz.399551: 网络接收错误。
2026-05-19 22:01:09,未知,获取数据失败 sz.300244: 网络接收错误。
2026-05-19 22:01:11,未知,获取数据失败 sh.600979: 网络接收错误。
2026-05-19 22:01:13,未知,获取数据失败 sh.603407: 网络接收错误。
2026-05-19 22:01:19,未知,获取数据失败 sz.300780: 网络接收错误。
2026-05-19 22:01:20,未知,获取数据失败 sz.399552: 网络接收错误。
2026-05-19 22:01:21,未知,获取数据失败 sz.002620: 网络接收错误。
2026-05-19 22:01:22,未知,获取数据失败 sz.300245: 网络接收错误。
2026-05-19 22:01:22,未知,获取数据失败 sz.000513: 网络接收错误。
2026-05-19 22:01:22,未知,获取数据失败 sh.600980: 网络接收错误。
2026-05-19 22:01:31,未知,获取数据失败 sh.603408: 网络接收错误。
2026-05-19 22:01:33,未知,获取数据失败 sz.000514: 网络接收错误。
2026-05-19 22:01:33,未知,获取数据失败 sz.002622: 网络接收错误。
2026-05-19 22:01:36,未知,获取数据失败 sz.300246: 网络接收错误。
2026-05-19 22:01:37,未知,获取数据失败 sh.600981: 网络接收错误。
2026-05-19 22:01:38,未知,获取数据失败 sz.300781: 网络接收错误。
2026-05-19 22:01:40,未知,获取数据失败 sz.399553: 网络接收错误。
2026-05-19 22:01:45,未知,获取数据失败 sh.603409: 网络接收错误。
2026-05-19 22:01:45,未知,获取数据失败 sz.000516: 网络接收错误。
2026-05-19 22:01:47,未知,获取数据失败 sz.002623: 网络接收错误。
2026-05-19 22:01:50,未知,获取数据失败 sh.600982: 网络接收错误。
2026-05-19 22:01:53,未知,获取数据失败 sz.300247: 网络接收错误。
2026-05-19 22:01:54,未知,获取数据失败 sz.300782: 网络接收错误。
2026-05-19 22:01:57,未知,获取数据失败 sz.000517: 网络接收错误。
2026-05-19 22:01:58,未知,获取数据失败 sh.603416: 网络接收错误。
2026-05-19 22:01:59,未知,获取数据失败 sz.399554: 网络接收错误。
2026-05-19 22:02:05,未知,获取数据失败 sz.002624: 网络接收错误。
2026-05-19 22:02:06,未知,获取数据失败 sh.600983: 网络接收错误。
2026-05-19 22:02:09,未知,获取数据失败 sz.300248: 网络接收错误。
2026-05-19 22:02:10,未知,获取数据失败 sz.000518: 网络接收错误。
2026-05-19 22:02:10,未知,获取数据失败 sz.399555: 网络接收错误。
2026-05-19 22:02:12,未知,获取数据失败 sz.300783: 网络接收错误。
2026-05-19 22:02:14,未知,获取数据失败 sh.603418: 网络接收错误。
2026-05-19 22:02:19,未知,获取数据失败 sh.600984: 网络接收错误。
2026-05-19 22:02:19,未知,获取数据失败 sz.002625: 网络接收错误。
2026-05-19 22:02:23,未知,获取数据失败 sz.000519: 网络接收错误。
2026-05-19 22:02:24,未知,获取数据失败 sz.399556: 网络接收错误。
2026-05-19 22:02:24,未知,获取数据失败 sz.300784: 网络接收错误。
2026-05-19 22:02:25,未知,获取数据失败 sz.300249: 网络接收错误。
2026-05-19 22:02:31,未知,获取数据失败 sh.603421: 网络接收错误。
2026-05-19 22:02:34,未知,获取数据失败 sz.002626: 网络接收错误。
2026-05-19 22:02:37,未知,获取数据失败 sh.600985: 网络接收错误。
2026-05-19 22:02:37,未知,获取数据失败 sz.399557: 网络接收错误。
2026-05-19 22:02:38,未知,获取数据失败 sz.000520: 网络接收错误。
2026-05-19 22:02:41,未知,获取数据失败 sz.300250: 网络接收错误。
2026-05-19 22:02:42,未知,获取数据失败 sh.603429: 网络接收错误。
2026-05-19 22:02:43,未知,获取数据失败 sz.300785: 网络接收错误。
2026-05-19 22:02:49,未知,获取数据失败 sz.002627: 网络接收错误。
2026-05-19 22:02:52,未知,获取数据失败 sh.600986: 网络接收错误。
2026-05-19 22:02:54,未知,获取数据失败 sh.603439: 网络接收错误。
2026-05-19 22:02:55,未知,获取数据失败 sz.399602: 网络接收错误。
2026-05-19 22:02:55,未知,获取数据失败 sz.300251: 网络接收错误。
2026-05-19 22:02:57,未知,获取数据失败 sz.000521: 网络接收错误。
2026-05-19 22:03:00,未知,获取数据失败 sz.300786: 网络接收错误。
2026-05-19 22:03:05,未知,获取数据失败 sz.399604: 网络接收错误。
2026-05-19 22:03:07,未知,获取数据失败 sz.002628: 网络接收错误。
2026-05-19 22:03:07,未知,获取数据失败 sh.600987: 网络接收错误。
2026-05-19 22:03:08,未知,获取数据失败 sh.603444: 网络接收错误。
2026-05-19 22:03:09,未知,获取数据失败 sz.000523: 网络接收错误。
2026-05-19 22:03:11,未知,获取数据失败 sz.300787: 网络接收错误。
2026-05-19 22:03:12,未知,获取数据失败 sz.300252: 网络接收错误。
2026-05-19 22:03:22,未知,获取数据失败 sz.399606: 网络接收错误。
2026-05-19 22:03:24,未知,获取数据失败 sh.600988: 网络接收错误。
2026-05-19 22:03:24,未知,获取数据失败 sz.002629: 网络接收错误。
2026-05-19 22:03:25,未知,获取数据失败 sz.000524: 网络接收错误。
2026-05-19 22:03:26,未知,获取数据失败 sh.603456: 网络接收错误。
2026-05-19 22:03:26,未知,获取数据失败 sz.300788: 网络接收错误。
2026-05-19 22:03:29,未知,获取数据失败 sz.300253: 网络接收错误。
2026-05-19 22:03:33,未知,获取数据失败 sz.399608: 网络接收错误。
